question|answer
What happens if I write a fake review?|Writing fake reviews violates our community guidelines. Your review will be removed and your account may be suspended.
Can you tell me what happens if i write a fake review?|Writing fake reviews violates our community guidelines. Your review will be removed and your account may be suspended.
Could you tell me what happens if i write a fake review?|Writing fake reviews violates our community guidelines. Your review will be removed and your account may be suspended.
Please tell me what happens if i write a fake review?|Writing fake reviews violates our community guidelines. Your review will be removed and your account may be suspended.
I want to know what happens if i write a fake review?|Writing fake reviews violates our community guidelines. Your review will be removed and your account may be suspended.
Can a brand reply to my review?|Yes brands and sellers can post a public reply to your review which is visible to all users on the product page.
Can you tell me can a brand reply to my review?|Yes brands and sellers can post a public reply to your review which is visible to all users on the product page.
Could you tell me can a brand reply to my review?|Yes brands and sellers can post a public reply to your review which is visible to all users on the product page.
Please tell me can a brand reply to my review?|Yes brands and sellers can post a public reply to your review which is visible to all users on the product page.
I want to know can a brand reply to my review?|Yes brands and sellers can post a public reply to your review which is visible to all users on the product page.
How are ratings calculated?|Product ratings are calculated as an average of all verified buyer ratings on a 5-star scale weighted by recency.
Can you tell me how are ratings calculated?|Product ratings are calculated as an average of all verified buyer ratings on a 5-star scale weighted by recency.
Could you tell me how are ratings calculated?|Product ratings are calculated as an average of all verified buyer ratings on a 5-star scale weighted by recency.
Please tell me how are ratings calculated?|Product ratings are calculated as an average of all verified buyer ratings on a 5-star scale weighted by recency.
I want to know how are ratings calculated?|Product ratings are calculated as an average of all verified buyer ratings on a 5-star scale weighted by recency.
How is my data protected?|Your data is protected using AES-256 encryption, secure HTTPS connections, and strict access control policies.
Can you tell me how is my data protected?|Your data is protected using AES-256 encryption, secure HTTPS connections, and strict access control policies.
Could you tell me how is my data protected?|Your data is protected using AES-256 encryption, secure HTTPS connections, and strict access control policies.
Please tell me how is my data protected?|Your data is protected using AES-256 encryption, secure HTTPS connections, and strict access control policies.
I want to know how is my data protected?|Your data is protected using AES-256 encryption, secure HTTPS connections, and strict access control policies.
Who can see my personal information?|Only authorized team members can access your information for order processing and support purposes. We do not sell your data.
Can you tell me who can see my personal information?|Only authorized team members can access your information for order processing and support purposes. We do not sell your data.
Could you tell me who can see my personal information?|Only authorized team members can access your information for order processing and support purposes. We do not sell your data.
Please tell me who can see my personal information?|Only authorized team members can access your information for order processing and support purposes. We do not sell your data.
I want to know who can see my personal information?|Only authorized team members can access your information for order processing and support purposes. We do not sell your data.
What data does the platform collect?|We collect your name, contact details, address, browsing behavior, and purchase history to personalize your shopping experience.
Can you tell me what data does the platform collect?|We collect your name, contact details, address, browsing behavior, and purchase history to personalize your shopping experience.
Could you tell me what data does the platform collect?|We collect your name, contact details, address, browsing behavior, and purchase history to personalize your shopping experience.
Please tell me what data does the platform collect?|We collect your name, contact details, address, browsing behavior, and purchase history to personalize your shopping experience.
I want to know what data does the platform collect?|We collect your name, contact details, address, browsing behavior, and purchase history to personalize your shopping experience.
Can I request my personal data?|Yes you can request a copy of your personal data by contacting our data privacy team at privacy@lumika.com.
Can you tell me can i request my personal data?|Yes you can request a copy of your personal data by contacting our data privacy team at privacy@lumika.com.
Could you tell me can i request my personal data?|Yes you can request a copy of your personal data by contacting our data privacy team at privacy@lumika.com.
Please tell me can i request my personal data?|Yes you can request a copy of your personal data by contacting our data privacy team at privacy@lumika.com.
I want to know can i request my personal data?|Yes you can request a copy of your personal data by contacting our data privacy team at privacy@lumika.com.
What is a data breach?|A data breach is when unauthorized access to user data occurs. We have strict protocols and will notify you immediately if any breach is detected.
Can you tell me what is a data breach?|A data breach is when unauthorized access to user data occurs. We have strict protocols and will notify you immediately if any breach is detected.
Could you tell me what is a data breach?|A data breach is when unauthorized access to user data occurs. We have strict protocols and will notify you immediately if any breach is detected.
Please tell me what is a data breach?|A data breach is when unauthorized access to user data occurs. We have strict protocols and will notify you immediately if any breach is detected.
I want to know what is a data breach?|A data breach is when unauthorized access to user data occurs. We have strict protocols and will notify you immediately if any breach is detected.
How do I report a privacy concern?|Contact our data privacy officer at privacy@lumika.com with details of your concern and we will respond within 5 business days.
Can you tell me how do i report a privacy concern?|Contact our data privacy officer at privacy@lumika.com with details of your concern and we will respond within 5 business days.
Could you tell me how do i report a privacy concern?|Contact our data privacy officer at privacy@lumika.com with details of your concern and we will respond within 5 business days.
Please tell me how do i report a privacy concern?|Contact our data privacy officer at privacy@lumika.com with details of your concern and we will respond within 5 business days.
I want to know how do i report a privacy concern?|Contact our data privacy officer at privacy@lumika.com with details of your concern and we will respond within 5 business days.
Does the platform use cookies?|Yes we use cookies to enhance your browsing experience, remember preferences, and serve relevant recommendations. Manage preferences in Settings.
Can you tell me does the platform use cookies?|Yes we use cookies to enhance your browsing experience, remember preferences, and serve relevant recommendations. Manage preferences in Settings.
Could you tell me does the platform use cookies?|Yes we use cookies to enhance your browsing experience, remember preferences, and serve relevant recommendations. Manage preferences in Settings.
Please tell me does the platform use cookies?|Yes we use cookies to enhance your browsing experience, remember preferences, and serve relevant recommendations. Manage preferences in Settings.
I want to know does the platform use cookies?|Yes we use cookies to enhance your browsing experience, remember preferences, and serve relevant recommendations. Manage preferences in Settings.
Can I opt out of data collection?|You can opt out of non-essential data collection through your Privacy Settings. Some data collection is necessary for basic platform functionality.
Can you tell me can i opt out of data collection?|You can opt out of non-essential data collection through your Privacy Settings. Some data collection is necessary for basic platform functionality.
Could you tell me can i opt out of data collection?|You can opt out of non-essential data collection through your Privacy Settings. Some data collection is necessary for basic platform functionality.
Please tell me can i opt out of data collection?|You can opt out of non-essential data collection through your Privacy Settings. Some data collection is necessary for basic platform functionality.
I want to know can i opt out of data collection?|You can opt out of non-essential data collection through your Privacy Settings. Some data collection is necessary for basic platform functionality.
How do I report a scam or phishing attempt?|Report phishing at security@lumika.com with screenshots. We will never ask for passwords or OTPs over email, SMS, or calls.
Can you tell me how do i report a scam or phishing attempt?|Report phishing at security@lumika.com with screenshots. We will never ask for passwords or OTPs over email, SMS, or calls.
Could you tell me how do i report a scam or phishing attempt?|Report phishing at security@lumika.com with screenshots. We will never ask for passwords or OTPs over email, SMS, or calls.
Please tell me how do i report a scam or phishing attempt?|Report phishing at security@lumika.com with screenshots. We will never ask for passwords or OTPs over email, SMS, or calls.
I want to know how do i report a scam or phishing attempt?|Report phishing at security@lumika.com with screenshots. We will never ask for passwords or OTPs over email, SMS, or calls.
Is my payment information stored on the platform?|Card details are tokenized and stored securely by our payment gateway partners. We never store your full card number or CVV.
Can you tell me is my payment information stored on the platform?|Card details are tokenized and stored securely by our payment gateway partners. We never store your full card number or CVV.
Could you tell me is my payment information stored on the platform?|Card details are tokenized and stored securely by our payment gateway partners. We never store your full card number or CVV.
Please tell me is my payment information stored on the platform?|Card details are tokenized and stored securely by our payment gateway partners. We never store your full card number or CVV.
I want to know is my payment information stored on the platform?|Card details are tokenized and stored securely by our payment gateway partners. We never store your full card number or CVV.
How do I raise a formal complaint?|Go to Help in My Orders, select the relevant order, and click Raise a Complaint to submit your issue with details and attachments.
Can you tell me how do i raise a formal complaint?|Go to Help in My Orders, select the relevant order, and click Raise a Complaint to submit your issue with details and attachments.
Could you tell me how do i raise a formal complaint?|Go to Help in My Orders, select the relevant order, and click Raise a Complaint to submit your issue with details and attachments.
Please tell me how do i raise a formal complaint?|Go to Help in My Orders, select the relevant order, and click Raise a Complaint to submit your issue with details and attachments.
I want to know how do i raise a formal complaint?|Go to Help in My Orders, select the relevant order, and click Raise a Complaint to submit your issue with details and attachments.
What is the complaint resolution time?|Most complaints are resolved within 3 to 5 business days. Complex cases may take up to 10 business days.
Can you tell me what is the complaint resolution time?|Most complaints are resolved within 3 to 5 business days. Complex cases may take up to 10 business days.
Could you tell me what is the complaint resolution time?|Most complaints are resolved within 3 to 5 business days. Complex cases may take up to 10 business days.
Please tell me what is the complaint resolution time?|Most complaints are resolved within 3 to 5 business days. Complex cases may take up to 10 business days.
I want to know what is the complaint resolution time?|Most complaints are resolved within 3 to 5 business days. Complex cases may take up to 10 business days.
How do I escalate an unresolved issue?|If your complaint is unresolved after 7 days click the Escalate button in the Help section to reach our senior support team.
Can you tell me how do i escalate an unresolved issue?|If your complaint is unresolved after 7 days click the Escalate button in the Help section to reach our senior support team.
Could you tell me how do i escalate an unresolved issue?|If your complaint is unresolved after 7 days click the Escalate button in the Help section to reach our senior support team.
Please tell me how do i escalate an unresolved issue?|If your complaint is unresolved after 7 days click the Escalate button in the Help section to reach our senior support team.
I want to know how do i escalate an unresolved issue?|If your complaint is unresolved after 7 days click the Escalate button in the Help section to reach our senior support team.
What is the grievance officer?|Our grievance officer handles escalated disputes and can be reached at grievance@lumika.com as per consumer protection guidelines.
Can you tell me what is the grievance officer?|Our grievance officer handles escalated disputes and can be reached at grievance@lumika.com as per consumer protection guidelines.
Could you tell me what is the grievance officer?|Our grievance officer handles escalated disputes and can be reached at grievance@lumika.com as per consumer protection guidelines.
Please tell me what is the grievance officer?|Our grievance officer handles escalated disputes and can be reached at grievance@lumika.com as per consumer protection guidelines.
I want to know what is the grievance officer?|Our grievance officer handles escalated disputes and can be reached at grievance@lumika.com as per consumer protection guidelines.
Can I file a consumer court complaint?|Yes if your issue is unresolved through our platform you have the right to approach the consumer court or online consumer dispute resolution portals.
Can you tell me can i file a consumer court complaint?|Yes if your issue is unresolved through our platform you have the right to approach the consumer court or online consumer dispute resolution portals.
Could you tell me can i file a consumer court complaint?|Yes if your issue is unresolved through our platform you have the right to approach the consumer court or online consumer dispute resolution portals.
Please tell me can i file a consumer court complaint?|Yes if your issue is unresolved through our platform you have the right to approach the consumer court or online consumer dispute resolution portals.
I want to know can i file a consumer court complaint?|Yes if your issue is unresolved through our platform you have the right to approach the consumer court or online consumer dispute resolution portals.
How do I complain about a delivery partner?|Go to your order details, click on Delivery Issue, select the reason and submit feedback. We will escalate to the logistics partner.
Can you tell me how do i complain about a delivery partner?|Go to your order details, click on Delivery Issue, select the reason and submit feedback. We will escalate to the logistics partner.
Could you tell me how do i complain about a delivery partner?|Go to your order details, click on Delivery Issue, select the reason and submit feedback. We will escalate to the logistics partner.
Please tell me how do i complain about a delivery partner?|Go to your order details, click on Delivery Issue, select the reason and submit feedback. We will escalate to the logistics partner.
I want to know how do i complain about a delivery partner?|Go to your order details, click on Delivery Issue, select the reason and submit feedback. We will escalate to the logistics partner.
What if my complaint keeps getting closed without resolution?|If your complaint is repeatedly closed without resolution contact our grievance officer directly at grievance@lumika.com.
Can you tell me what if my complaint keeps getting closed without resolution?|If your complaint is repeatedly closed without resolution contact our grievance officer directly at grievance@lumika.com.
Could you tell me what if my complaint keeps getting closed without resolution?|If your complaint is repeatedly closed without resolution contact our grievance officer directly at grievance@lumika.com.
Please tell me what if my complaint keeps getting closed without resolution?|If your complaint is repeatedly closed without resolution contact our grievance officer directly at grievance@lumika.com.
I want to know what if my complaint keeps getting closed without resolution?|If your complaint is repeatedly closed without resolution contact our grievance officer directly at grievance@lumika.com.
Can I escalate a return rejection?|Yes you can appeal a return rejection within 48 hours through the Help section with supporting photos and a description of the issue.
Can you tell me can i escalate a return rejection?|Yes you can appeal a return rejection within 48 hours through the Help section with supporting photos and a description of the issue.
Could you tell me can i escalate a return rejection?|Yes you can appeal a return rejection within 48 hours through the Help section with supporting photos and a description of the issue.
Please tell me can i escalate a return rejection?|Yes you can appeal a return rejection within 48 hours through the Help section with supporting photos and a description of the issue.
I want to know can i escalate a return rejection?|Yes you can appeal a return rejection within 48 hours through the Help section with supporting photos and a description of the issue.
Is there a consumer helpline?|Yes our consumer helpline is available at 1800-XXX-XXXX from Monday to Saturday 9 AM to 9 PM for all order and complaint queries.
Can you tell me is there a consumer helpline?|Yes our consumer helpline is available at 1800-XXX-XXXX from Monday to Saturday 9 AM to 9 PM for all order and complaint queries.
Could you tell me is there a consumer helpline?|Yes our consumer helpline is available at 1800-XXX-XXXX from Monday to Saturday 9 AM to 9 PM for all order and complaint queries.
Please tell me is there a consumer helpline?|Yes our consumer helpline is available at 1800-XXX-XXXX from Monday to Saturday 9 AM to 9 PM for all order and complaint queries.
I want to know is there a consumer helpline?|Yes our consumer helpline is available at 1800-XXX-XXXX from Monday to Saturday 9 AM to 9 PM for all order and complaint queries.
What compensation do I get for a bad experience?|Depending on the issue we may offer coupons, cashback, or priority support as goodwill gestures for genuinely bad experiences.
Can you tell me what compensation do i get for a bad experience?|Depending on the issue we may offer coupons, cashback, or priority support as goodwill gestures for genuinely bad experiences.
Could you tell me what compensation do i get for a bad experience?|Depending on the issue we may offer coupons, cashback, or priority support as goodwill gestures for genuinely bad experiences.
Please tell me what compensation do i get for a bad experience?|Depending on the issue we may offer coupons, cashback, or priority support as goodwill gestures for genuinely bad experiences.
I want to know what compensation do i get for a bad experience?|Depending on the issue we may offer coupons, cashback, or priority support as goodwill gestures for genuinely bad experiences.
Is there a mobile app available?|Yes our mobile app is available for free download on Google Play Store for Android and Apple App Store for iOS devices.
Can you tell me is there a mobile app available?|Yes our mobile app is available for free download on Google Play Store for Android and Apple App Store for iOS devices.
Could you tell me is there a mobile app available?|Yes our mobile app is available for free download on Google Play Store for Android and Apple App Store for iOS devices.
Please tell me is there a mobile app available?|Yes our mobile app is available for free download on Google Play Store for Android and Apple App Store for iOS devices.
I want to know is there a mobile app available?|Yes our mobile app is available for free download on Google Play Store for Android and Apple App Store for iOS devices.
What are the benefits of using the app?|The app offers app-exclusive deals, faster checkout, order tracking notifications, and a smoother personalized shopping experience.
Can you tell me what are the benefits of using the app?|The app offers app-exclusive deals, faster checkout, order tracking notifications, and a smoother personalized shopping experience.
Could you tell me what are the benefits of using the app?|The app offers app-exclusive deals, faster checkout, order tracking notifications, and a smoother personalized shopping experience.
Please tell me what are the benefits of using the app?|The app offers app-exclusive deals, faster checkout, order tracking notifications, and a smoother personalized shopping experience.
I want to know what are the benefits of using the app?|The app offers app-exclusive deals, faster checkout, order tracking notifications, and a smoother personalized shopping experience.
How do I update the app?|Go to Google Play Store or Apple App Store, search for our app and click Update if a newer version is available.
Can you tell me how do i update the app?|Go to Google Play Store or Apple App Store, search for our app and click Update if a newer version is available.
Could you tell me how do i update the app?|Go to Google Play Store or Apple App Store, search for our app and click Update if a newer version is available.
Please tell me how do i update the app?|Go to Google Play Store or Apple App Store, search for our app and click Update if a newer version is available.
I want to know how do i update the app?|Go to Google Play Store or Apple App Store, search for our app and click Update if a newer version is available.
What if the app is crashing?|If the app crashes try clearing the cache, updating to the latest version, or reinstalling the app. Contact support if the issue persists.
Can you tell me what if the app is crashing?|If the app crashes try clearing the cache, updating to the latest version, or reinstalling the app. Contact support if the issue persists.
Could you tell me what if the app is crashing?|If the app crashes try clearing the cache, updating to the latest version, or reinstalling the app. Contact support if the issue persists.
Please tell me what if the app is crashing?|If the app crashes try clearing the cache, updating to the latest version, or reinstalling the app. Contact support if the issue persists.
I want to know what if the app is crashing?|If the app crashes try clearing the cache, updating to the latest version, or reinstalling the app. Contact support if the issue persists.
Does the app work on tablets?|Yes the app is optimized for both smartphones and tablets on Android and iOS platforms.
Can you tell me does the app work on tablets?|Yes the app is optimized for both smartphones and tablets on Android and iOS platforms.
Could you tell me does the app work on tablets?|Yes the app is optimized for both smartphones and tablets on Android and iOS platforms.
Please tell me does the app work on tablets?|Yes the app is optimized for both smartphones and tablets on Android and iOS platforms.
I want to know does the app work on tablets?|Yes the app is optimized for both smartphones and tablets on Android and iOS platforms.
What is the size of the app?|The app size varies by device and version. Check the Play Store or App Store listing for the current size information.
Can you tell me what is the size of the app?|The app size varies by device and version. Check the Play Store or App Store listing for the current size information.
Could you tell me what is the size of the app?|The app size varies by device and version. Check the Play Store or App Store listing for the current size information.
Please tell me what is the size of the app?|The app size varies by device and version. Check the Play Store or App Store listing for the current size information.
I want to know what is the size of the app?|The app size varies by device and version. Check the Play Store or App Store listing for the current size information.
Can I use the platform without the app?|Yes you can access all features through our mobile-optimized website on any browser without downloading the app.
Can you tell me can i use the platform without the app?|Yes you can access all features through our mobile-optimized website on any browser without downloading the app.
Could you tell me can i use the platform without the app?|Yes you can access all features through our mobile-optimized website on any browser without downloading the app.
Please tell me can i use the platform without the app?|Yes you can access all features through our mobile-optimized website on any browser without downloading the app.
I want to know can i use the platform without the app?|Yes you can access all features through our mobile-optimized website on any browser without downloading the app.
How do I enable app notifications?|Go to your phone Settings then Notifications then our app and enable all relevant notification categories for order updates and deals.
Can you tell me how do i enable app notifications?|Go to your phone Settings then Notifications then our app and enable all relevant notification categories for order updates and deals.
Could you tell me how do i enable app notifications?|Go to your phone Settings then Notifications then our app and enable all relevant notification categories for order updates and deals.
Please tell me how do i enable app notifications?|Go to your phone Settings then Notifications then our app and enable all relevant notification categories for order updates and deals.
I want to know how do i enable app notifications?|Go to your phone Settings then Notifications then our app and enable all relevant notification categories for order updates and deals.
What is the voice search feature?|Voice search lets you search for products hands-free by tapping the microphone icon in the search bar and speaking your query.
Can you tell me what is the voice search feature?|Voice search lets you search for products hands-free by tapping the microphone icon in the search bar and speaking your query.
Could you tell me what is the voice search feature?|Voice search lets you search for products hands-free by tapping the microphone icon in the search bar and speaking your query.
Please tell me what is the voice search feature?|Voice search lets you search for products hands-free by tapping the microphone icon in the search bar and speaking your query.
I want to know what is the voice search feature?|Voice search lets you search for products hands-free by tapping the microphone icon in the search bar and speaking your query.
Is there a dark mode in the app?|Yes go to App Settings then Display and toggle Dark Mode to switch to a dark theme for comfortable nighttime browsing.
Can you tell me is there a dark mode in the app?|Yes go to App Settings then Display and toggle Dark Mode to switch to a dark theme for comfortable nighttime browsing.
Could you tell me is there a dark mode in the app?|Yes go to App Settings then Display and toggle Dark Mode to switch to a dark theme for comfortable nighttime browsing.
Please tell me is there a dark mode in the app?|Yes go to App Settings then Display and toggle Dark Mode to switch to a dark theme for comfortable nighttime browsing.
I want to know is there a dark mode in the app?|Yes go to App Settings then Display and toggle Dark Mode to switch to a dark theme for comfortable nighttime browsing.
How do I clear my search history?|Go to the search bar, tap the history icon or Recent Searches, and select Clear All to erase your previous search queries.
Can you tell me how do i clear my search history?|Go to the search bar, tap the history icon or Recent Searches, and select Clear All to erase your previous search queries.
Could you tell me how do i clear my search history?|Go to the search bar, tap the history icon or Recent Searches, and select Clear All to erase your previous search queries.
Please tell me how do i clear my search history?|Go to the search bar, tap the history icon or Recent Searches, and select Clear All to erase your previous search queries.
I want to know how do i clear my search history?|Go to the search bar, tap the history icon or Recent Searches, and select Clear All to erase your previous search queries.
What is the scan to search feature?|Scan to search lets you take a photo of any product and our app finds similar or matching items available on the platform.
Can you tell me what is the scan to search feature?|Scan to search lets you take a photo of any product and our app finds similar or matching items available on the platform.
Could you tell me what is the scan to search feature?|Scan to search lets you take a photo of any product and our app finds similar or matching items available on the platform.
Please tell me what is the scan to search feature?|Scan to search lets you take a photo of any product and our app finds similar or matching items available on the platform.
I want to know what is the scan to search feature?|Scan to search lets you take a photo of any product and our app finds similar or matching items available on the platform.
Can I use the platform on a smartwatch?|A smartwatch companion app is not available yet but you can receive order notifications on smartwatches paired with your phone.
Can you tell me can i use the platform on a smartwatch?|A smartwatch companion app is not available yet but you can receive order notifications on smartwatches paired with your phone.
Could you tell me can i use the platform on a smartwatch?|A smartwatch companion app is not available yet but you can receive order notifications on smartwatches paired with your phone.
Please tell me can i use the platform on a smartwatch?|A smartwatch companion app is not available yet but you can receive order notifications on smartwatches paired with your phone.
I want to know can i use the platform on a smartwatch?|A smartwatch companion app is not available yet but you can receive order notifications on smartwatches paired with your phone.
What browsers are supported?|Our platform works best on the latest versions of Chrome, Firefox, Safari, and Edge. Update your browser for the best experience.
Can you tell me what browsers are supported?|Our platform works best on the latest versions of Chrome, Firefox, Safari, and Edge. Update your browser for the best experience.
Could you tell me what browsers are supported?|Our platform works best on the latest versions of Chrome, Firefox, Safari, and Edge. Update your browser for the best experience.
Please tell me what browsers are supported?|Our platform works best on the latest versions of Chrome, Firefox, Safari, and Edge. Update your browser for the best experience.
I want to know what browsers are supported?|Our platform works best on the latest versions of Chrome, Firefox, Safari, and Edge. Update your browser for the best experience.
What is the AR try-on feature?|Augmented reality try-on lets you virtually try furniture, decor, or eyewear in your actual space using your phone camera.
Can you tell me what is the ar try-on feature?|Augmented reality try-on lets you virtually try furniture, decor, or eyewear in your actual space using your phone camera.
Could you tell me what is the ar try-on feature?|Augmented reality try-on lets you virtually try furniture, decor, or eyewear in your actual space using your phone camera.
Please tell me what is the ar try-on feature?|Augmented reality try-on lets you virtually try furniture, decor, or eyewear in your actual space using your phone camera.
I want to know what is the ar try-on feature?|Augmented reality try-on lets you virtually try furniture, decor, or eyewear in your actual space using your phone camera.
Where can I buy a gift card?|Gift cards are available in the Gift Cards section on the homepage. Choose the denomination and delivery method.
Can you tell me where can i buy a gift card?|Gift cards are available in the Gift Cards section on the homepage. Choose the denomination and delivery method.
Could you tell me where can i buy a gift card?|Gift cards are available in the Gift Cards section on the homepage. Choose the denomination and delivery method.
Please tell me where can i buy a gift card?|Gift cards are available in the Gift Cards section on the homepage. Choose the denomination and delivery method.
I want to know where can i buy a gift card?|Gift cards are available in the Gift Cards section on the homepage. Choose the denomination and delivery method.
Can I send a gift card via email?|Yes digital gift cards can be sent directly to any email address with a personalized message.
Can you tell me can i send a gift card via email?|Yes digital gift cards can be sent directly to any email address with a personalized message.
Could you tell me can i send a gift card via email?|Yes digital gift cards can be sent directly to any email address with a personalized message.
Please tell me can i send a gift card via email?|Yes digital gift cards can be sent directly to any email address with a personalized message.
I want to know can i send a gift card via email?|Yes digital gift cards can be sent directly to any email address with a personalized message.
What denominations are available for gift cards?|Gift cards are available in denominations from 100 to 10000 rupees. Custom amounts may be available for corporate orders.
Can you tell me what denominations are available for gift cards?|Gift cards are available in denominations from 100 to 10000 rupees. Custom amounts may be available for corporate orders.
Could you tell me what denominations are available for gift cards?|Gift cards are available in denominations from 100 to 10000 rupees. Custom amounts may be available for corporate orders.
Please tell me what denominations are available for gift cards?|Gift cards are available in denominations from 100 to 10000 rupees. Custom amounts may be available for corporate orders.
I want to know what denominations are available for gift cards?|Gift cards are available in denominations from 100 to 10000 rupees. Custom amounts may be available for corporate orders.
Can I use a gift card for partial payment?|Yes gift cards can be used to partially pay for an order. The remaining amount can be paid via any other available method.
Can you tell me can i use a gift card for partial payment?|Yes gift cards can be used to partially pay for an order. The remaining amount can be paid via any other available method.
Could you tell me can i use a gift card for partial payment?|Yes gift cards can be used to partially pay for an order. The remaining amount can be paid via any other available method.
Please tell me can i use a gift card for partial payment?|Yes gift cards can be used to partially pay for an order. The remaining amount can be paid via any other available method.
I want to know can i use a gift card for partial payment?|Yes gift cards can be used to partially pay for an order. The remaining amount can be paid via any other available method.
Do gift cards have an expiry date?|Yes gift cards typically expire within 12 months of purchase. The expiry date is mentioned in the gift card email.
Can you tell me do gift cards have an expiry date?|Yes gift cards typically expire within 12 months of purchase. The expiry date is mentioned in the gift card email.
Could you tell me do gift cards have an expiry date?|Yes gift cards typically expire within 12 months of purchase. The expiry date is mentioned in the gift card email.
Please tell me do gift cards have an expiry date?|Yes gift cards typically expire within 12 months of purchase. The expiry date is mentioned in the gift card email.
I want to know do gift cards have an expiry date?|Yes gift cards typically expire within 12 months of purchase. The expiry date is mentioned in the gift card email.
What if my gift card code is not working?|Ensure the code is entered correctly without spaces. If it still fails contact support with the gift card purchase details for assistance.
Can you tell me what if my gift card code is not working?|Ensure the code is entered correctly without spaces. If it still fails contact support with the gift card purchase details for assistance.
Could you tell me what if my gift card code is not working?|Ensure the code is entered correctly without spaces. If it still fails contact support with the gift card purchase details for assistance.
Please tell me what if my gift card code is not working?|Ensure the code is entered correctly without spaces. If it still fails contact support with the gift card purchase details for assistance.
I want to know what if my gift card code is not working?|Ensure the code is entered correctly without spaces. If it still fails contact support with the gift card purchase details for assistance.
Can I get a refund on a gift card?|Gift cards are non-refundable once purchased but can be used for any eligible purchase on the platform before expiry.
Can you tell me can i get a refund on a gift card?|Gift cards are non-refundable once purchased but can be used for any eligible purchase on the platform before expiry.
Could you tell me can i get a refund on a gift card?|Gift cards are non-refundable once purchased but can be used for any eligible purchase on the platform before expiry.
Please tell me can i get a refund on a gift card?|Gift cards are non-refundable once purchased but can be used for any eligible purchase on the platform before expiry.
I want to know can i get a refund on a gift card?|Gift cards are non-refundable once purchased but can be used for any eligible purchase on the platform before expiry.
Can I transfer my gift card balance to another person?|Gift card codes can be shared but balance transfers between registered accounts are not directly supported.
Can you tell me can i transfer my gift card balance to another person?|Gift card codes can be shared but balance transfers between registered accounts are not directly supported.
Could you tell me can i transfer my gift card balance to another person?|Gift card codes can be shared but balance transfers between registered accounts are not directly supported.
Please tell me can i transfer my gift card balance to another person?|Gift card codes can be shared but balance transfers between registered accounts are not directly supported.
I want to know can i transfer my gift card balance to another person?|Gift card codes can be shared but balance transfers between registered accounts are not directly supported.
Are gift cards valid during sale events?|Yes gift cards can be used during sale events unless specific sale terms exclude gift card usage which will be clearly communicated.
Can you tell me are gift cards valid during sale events?|Yes gift cards can be used during sale events unless specific sale terms exclude gift card usage which will be clearly communicated.
Could you tell me are gift cards valid during sale events?|Yes gift cards can be used during sale events unless specific sale terms exclude gift card usage which will be clearly communicated.
Please tell me are gift cards valid during sale events?|Yes gift cards can be used during sale events unless specific sale terms exclude gift card usage which will be clearly communicated.
I want to know are gift cards valid during sale events?|Yes gift cards can be used during sale events unless specific sale terms exclude gift card usage which will be clearly communicated.
Can corporates purchase gift cards in bulk?|Yes we offer bulk gift card purchasing for corporate gifting. Contact our corporate sales team for pricing and options.
Can you tell me can corporates purchase gift cards in bulk?|Yes we offer bulk gift card purchasing for corporate gifting. Contact our corporate sales team for pricing and options.
Could you tell me can corporates purchase gift cards in bulk?|Yes we offer bulk gift card purchasing for corporate gifting. Contact our corporate sales team for pricing and options.
Please tell me can corporates purchase gift cards in bulk?|Yes we offer bulk gift card purchasing for corporate gifting. Contact our corporate sales team for pricing and options.
I want to know can corporates purchase gift cards in bulk?|Yes we offer bulk gift card purchasing for corporate gifting. Contact our corporate sales team for pricing and options.
What is a premium membership?|Premium membership is a paid plan offering free unlimited delivery, exclusive deals, early sale access, and priority customer support.
Can you tell me what is a premium membership?|Premium membership is a paid plan offering free unlimited delivery, exclusive deals, early sale access, and priority customer support.
Could you tell me what is a premium membership?|Premium membership is a paid plan offering free unlimited delivery, exclusive deals, early sale access, and priority customer support.
Please tell me what is a premium membership?|Premium membership is a paid plan offering free unlimited delivery, exclusive deals, early sale access, and priority customer support.
I want to know what is a premium membership?|Premium membership is a paid plan offering free unlimited delivery, exclusive deals, early sale access, and priority customer support.
How much does premium membership cost?|Premium membership pricing varies by plan duration. Check the Membership section for current monthly and annual rates.
Can you tell me how much does premium membership cost?|Premium membership pricing varies by plan duration. Check the Membership section for current monthly and annual rates.
Could you tell me how much does premium membership cost?|Premium membership pricing varies by plan duration. Check the Membership section for current monthly and annual rates.
Please tell me how much does premium membership cost?|Premium membership pricing varies by plan duration. Check the Membership section for current monthly and annual rates.
I want to know how much does premium membership cost?|Premium membership pricing varies by plan duration. Check the Membership section for current monthly and annual rates.
How do I subscribe to premium membership?|Go to My Account then Membership and select your preferred plan to activate premium membership.
Can you tell me how do i subscribe to premium membership?|Go to My Account then Membership and select your preferred plan to activate premium membership.
Could you tell me how do i subscribe to premium membership?|Go to My Account then Membership and select your preferred plan to activate premium membership.
Please tell me how do i subscribe to premium membership?|Go to My Account then Membership and select your preferred plan to activate premium membership.
I want to know how do i subscribe to premium membership?|Go to My Account then Membership and select your preferred plan to activate premium membership.
What are the benefits of annual membership vs monthly?|Annual membership offers a discounted rate compared to monthly billing and ensures uninterrupted access to all premium benefits.
Can you tell me what are the benefits of annual membership vs monthly?|Annual membership offers a discounted rate compared to monthly billing and ensures uninterrupted access to all premium benefits.
